MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
138.3693722286213,339.795633219324,89.20752383748587,0.040052754082029074,0.02241354460312915,0.022015660707237674,0.06724063380938745,0.20099103772994736,1.6438572275018126,0.10834833390141203,0.13419895339126678,0.2601241925128425,0.3250450017042361,0.016022582,41.24704482556489,17.715280667034175,0.8551821636254355,-1.52932147130648,8.02403969573887,29.28191489361702,0.10254166666666667
